doy,beta_fpls_k1,beta_fpls_k2,beta_fpls_k3,beta_bayesian_median,beta_bayesian_q05,beta_bayesian_q95
194,-0.0006954072848016978,0.0024894061066524234,0.004775807779995996,-0.000567081472395432,-0.0017928206217935794,0.00029933847792673114
195,-0.0022356042401482294,0.0007410756599821223,0.007859273647662753,-0.0005470354981025563,-0.0017901774660684028,0.00032272839060520984
196,-0.007549543142202406,-0.006103863319973431,-0.003752845491896335,-0.0005265059517723855,-0.0017840168515622632,0.0003456781649987409
197,-0.010552135720099779,-0.011106319549281067,-0.012373895430291769,-0.0005024760448435372,-0.0017837640120058431,0.00037022307822420493
198,-0.01086851322045783,-0.011898047294886189,-0.012274882596845546,-0.0004783700895619674,-0.0017795926395758224,0.0003965437665649998
199,-0.005903080254710214,-0.0047585417111466735,-0.004275836257854791,-0.00045263196570396834,-0.0017613028865174193,0.00041968810134667507
200,-0.009293399066001243,-0.009513909906291864,-0.008775311531105945,-0.00042490021389945986,-0.001754666419087147,0.0004433161405360881
201,-0.006104652287163588,-0.004843281057977293,-0.0017029679675451932,-0.00039759544704729793,-0.0017410773808682395,0.00046600739413420097
202,-0.007037699639170859,-0.007877565039167003,-0.012361355016807265,-0.0003757041616175147,-0.0017325107181707928,0.000492746555225964
203,-0.004725543116581187,-0.0036319660574383613,-0.005332045540296478,-0.0003491376241762307,-0.0017266684904749569,0.0005221896564602339
204,-0.0012478726206890827,0.00026595018174297905,-0.0034736773021732557,-0.0003200946164588721,-0.0017180887661630265,0.0005510411198241298
205,0.0019546977712219357,0.006727156800567252,0.011903373778560032,-0.00029281451734132296,-0.001712005087465069,0.0005798344708992691
206,-0.001214996750562465,0.002201348383447914,0.006354902102991042,-0.0002642452859223756,-0.0016998088231661517,0.0006081633552744503
207,-0.006707778411693103,-0.006316873661828512,-0.0059070672919953136,-0.0002338580041646641,-0.0016878153450565223,0.0006392745505610604
208,-0.0007925868930446643,0.0030114942065935873,0.010821617077710814,-0.00020420665509621348,-0.0016781062509888056,0.000675439334186319
209,0.0017914396576451984,0.0052598662851488735,0.008176942246873861,-0.00017439642179113409,-0.0016670307726604817,0.0007115655078771447
210,-0.002498219862897356,-0.0008446224339979898,-0.0009170120883422228,-0.0001410280083360067,-0.0016440055794014238,0.0007496776121225032
211,-0.0019025395636415863,8.482392376585737e-05,0.001437430801220981,-0.00010924593481308809,-0.0016328346171656787,0.0007895327529689577
212,-0.010070704910751136,-0.011435507720631946,-0.010810763415546083,-7.554686806628889e-05,-0.001621255681651887,0.0008295246908434394
213,-0.004785668463304746,-0.003742110690778358,-0.00034957815280668665,-4.0852518929057936e-05,-0.0015943689036442272,0.0008691131809545482
214,-0.006492398558493981,-0.00644647174044808,-0.010436425898685006,-8.880643261829731e-06,-0.0015760957576317447,0.0009137967966592075
215,-0.004541329538871907,-0.0029162143441790788,-0.0031848755353793036,2.6011852618204983e-05,-0.0015581442375947302,0.0009585752880328501
216,-0.004535371089039894,-0.0030418416808696462,-0.001291655593761241,5.913033772115546e-05,-0.0015416104307561522,0.0010003875622823799
217,-0.0029843298852532986,-0.0005712003762609173,0.002163597128816586,0.00010148048260896714,-0.00152582477269914,0.001045295600010973
218,-0.006331186951466967,-0.005390630175901027,-0.004237713809229163,0.00014097755112234478,-0.0014985685565901993,0.0010867434278226675
219,-0.003128802449652851,-0.0010709471364870513,0.0025927579051511847,0.00017913462305727898,-0.0014815687682001803,0.001134362427235966
220,0.0026825122391750137,0.006586507653935211,0.007260955404236703,0.00021925251660695277,-0.0014636901397169593,0.0011849390331761253
221,-0.006604575798107997,-0.007247313066819719,-0.01355851542744785,0.00026221594164849247,-0.0014414207402623695,0.001234822747742908
222,-0.010663749630884364,-0.011554129461087885,-0.01166923434078604,0.00030433196301704124,-0.0014102284201780847,0.0012879821850836557
223,-0.0044157747867565175,-0.002138444889358682,0.0037212247675694706,0.0003434178273799959,-0.001377509916225702,0.001338960627470499
224,-0.006625121457490738,-0.004315909886492824,0.002462471164915834,0.0003866149964317991,-0.0013548066045906823,0.0013965272742931787
225,-0.00662178283694559,-0.005217729973979232,-0.0026411726752389422,0.0004294987712565644,-0.0013309735310150816,0.00145879156617363
226,-0.0049693877726859105,-0.00441398146895059,-0.00973636326625942,0.0004758086189438377,-0.0012999638654772054,0.0015216132301154412
227,-0.0019990342296201833,-0.0005201532621681652,-0.00431990731602859,0.0005224362216321171,-0.0012694828023663781,0.0015802787826085848
228,0.0041451287599623375,0.008092087629455782,0.008633802236242915,0.0005696065342536272,-0.0012478573360554354,0.0016413886903310646
229,0.0004571591248302384,0.0035431022909832815,0.0029392974966637427,0.0006208280806421116,-0.0012161296197449808,0.0017068006834945809
230,-0.0034574243864429572,-0.0033324694393389396,-0.009815973066775055,0.0006709081648925562,-0.0011785975562839009,0.0017701822484303975
231,-0.01331758559218565,-0.01690254885365528,-0.024981486598510086,0.000719268864837342,-0.0011491396276458905,0.0018380285931217408
232,-0.018300798880865266,-0.023251788096772353,-0.02755303110349402,0.0007687771835761959,-0.0011093168511172658,0.0019135882883490561
233,-0.0076598729601394236,-0.007508849303070078,-0.007365254556112441,0.0008195998968885299,-0.0010840165622835122,0.0019807464342187888
234,-0.00449355030980547,-0.0027435843742821225,-0.002331970519926427,0.0008717843003303086,-0.001040831839109395,0.0020588491035012048
235,-0.0027313170321628982,-0.0010106487521050554,-0.0008697776455558633,0.0009244884525769472,-0.0009862504505410226,0.002139335565615467
236,-0.002547236576100721,-0.0007340634685177478,-0.0007341289211662408,0.0009875009948013477,-0.0009411421314293266,0.0022192529978890593
237,0.0029968336061521497,0.006018445946489316,0.0031835580648617826,0.001044679418468421,-0.0008882142382127986,0.00230225513733169
238,0.0010229320944599343,0.0036898955780929423,0.004698807165081072,0.001106812901890909,-0.0008418235115413365,0.002387553221839986
239,0.0037677551316003077,0.00902349525711762,0.020451294508973143,0.0011691492139561904,-0.0007930199008285941,0.0024758192346387583
240,0.004927180404188531,0.010409999318384723,0.017324182066671398,0.0012337535087975746,-0.0007483814520611715,0.0025669303285379896
241,0.002472061864720001,0.005543925159608393,0.00743308133824876,0.001296866481529942,-0.0006952105016191587,0.0026534206744936793
242,-5.2779962872058436e-05,0.0021517230376593617,0.004010464807392463,0.0013640265729454007,-0.0006542674578366501,0.002744782632361402
243,0.0023765228726272173,0.004698982675009231,0.002895993926062575,0.0014278229514251921,-0.0006061393810175872,0.0028382961682120018
244,8.385337602544934e-06,0.0013334749859513035,-0.0022224178293507564,0.0014901364270727513,-0.0005646638918357618,0.0029345505242971788
245,0.006029510741337564,0.0107130929524331,0.013771583222299313,0.00155835699064717,-0.0005099018468208439,0.003036663266471472
246,0.014893424343517469,0.022474662351312662,0.023331282191327223,0.0016299012159623231,-0.0004694597821707495,0.003134783008428358
247,0.010141259949778934,0.014972574376509465,0.009746478912057719,0.0017016398049057612,-0.00041604730648189624,0.003233845088744865
248,0.012194949106853105,0.018658515193829016,0.01791837766666053,0.0017779934294187578,-0.0003568395290514677,0.00334247633632992
249,0.005384929833676063,0.009214268968072212,0.006204979937588159,0.0018510886972362682,-0.0003074003637728453,0.0034493574648685136
250,-0.003988855877139684,-0.004450022070060172,-0.010366106518226873,0.001925320848132515,-0.00024073809361834433,0.0035607201782051697
251,0.000594968000048175,0.0018343392694140312,-0.0024993606922752323,0.0020066265599548794,-0.00017963795386415838,0.00367333110756098
252,-0.011404885513441279,-0.015456785927788683,-0.02297687109486616,0.00208465166009611,-0.00010944230861925147,0.0037856537039582653
253,-0.0019115881344638494,-0.0009406786911443309,0.0006696462111403016,0.002165089441085954,-4.782976054510884e-05,0.0039034277466737264
254,0.0009634714770938738,0.002843184829108531,0.002296345752958702,0.0022431409460402256,1.3764331289523726e-05,0.0040306154623855105
255,0.0023523207759967124,0.004219355394668146,0.0010105805270876644,0.002329862303310233,7.827867537938614e-05,0.004158663443436907
256,0.0033781177454053164,0.0052438477354752626,0.002747169440283814,0.0024188949308673593,0.00015133064781873833,0.004294607695589243
257,0.00047606980386004545,0.0012553974476386504,-0.0015568824067301941,0.002506684926606062,0.00020719491087927523,0.004428605225196181
258,-0.01185506322168751,-0.01681579448941402,-0.026075156745033315,0.002594459063676579,0.00026396679673646876,0.004568650799536697
259,-0.0054709254732025,-0.007355424994550378,-0.012639296809921914,0.0026843850872605365,0.0003285406825348118,0.00470664183771319
260,0.00202520528325507,0.0037390204463048473,0.0017333210223080453,0.0027820438986929097,0.00038614942534873574,0.004847093603284433
261,0.007416252028492798,0.011283113056435834,0.010221040055949752,0.0028738721148786296,0.00045043819399969744,0.005000212245431852
262,0.0058832265611716275,0.010038716321971435,0.013206343059296202,0.0029744593874642894,0.0005103823783558508,0.005144280902003188
263,0.006106543725802549,0.010694645345509242,0.016662229998072358,0.003071978361436227,0.0005682075421959658,0.005294619761298883
264,0.0009098542800852654,0.002699927204530835,0.003173026019636475,0.003175860572810391,0.0006483129243373199,0.005450578415341212
265,-0.00021694860841383208,9.399158631630835e-05,-0.0015476276542850096,0.0032773471600294787,0.0007126705257582885,0.00561010060803895
266,-0.0009679997425446434,-0.001296388413031464,-0.005097648329459638,0.003379528804617308,0.0007628009720784991,0.005776456465488447
267,0.0026553620615633877,0.0035741483458004808,-0.002436394044212752,0.0034891050504423605,0.0008277971813555182,0.005941533281550552
268,-0.0015939564363696927,-0.0020368436083606583,-0.007536726292865899,0.003601378929580813,0.0008888586905476798,0.006113369592983309
